Taxonomy,Phylum,Class,Order,Family,Genus,Species
Acidobacteria;Holophagae;Acanthopleuribacterales;Acanthopleuribacteraceae;Thermotomaculum;uncultured,Acidobacteria,Holophagae,Acanthopleuribacterales,Acanthopleuribacteraceae,Thermotomaculum,uncultured
Actinobacteria;Actinomycetales;Actinomycetaceae;Actinomyces;Actinomyces,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Actinomyces,Actinomyces
Actinobacteria;Actinomycetales;Actinomycetaceae;Actinomyces;uncultured,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Actinomyces,uncultured
Actinobacteria;Actinomycetales;Actinomycetaceae;Actinomyces;unidentified,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Actinomyces,unidentified
Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;Bifidobacterium;Bifidobacterium,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium
Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;Bifidobacterium;human,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,human
Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;Bifidobacterium;metagenome,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,metagenome
Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;Bifidobacterium;uncultured,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,uncultured
Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;Scardovia;Scardovia,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Scardovia,Scardovia
Actinobacteria;Coriobacteriia;Coriobacteriales;Atopobiaceae;Atopobium;Atopobium,Actinobacteria,Coriobacteriia,Coriobacteriales,Atopobiaceae,Atopobium,Atopobium
Actinobacteria;Coriobacteriia;Coriobacteriales;Atopobiaceae;Atopobium;uncultured,Actinobacteria,Coriobacteriia,Coriobacteriales,Atopobiaceae,Atopobium,uncultured
Actinobacteria;Coriobacteriia;Coriobacteriales;Atopobiaceae;Olsenella;Olsenella,Actinobacteria,Coriobacteriia,Coriobacteriales,Atopobiaceae,Olsenella,Olsenella
Actinobacteria;Coriobacteriia;Coriobacteriales;Atopobiaceae;Olsenella;uncultured,Actinobacteria,Coriobacteriia,Coriobacteriales,Atopobiaceae,Olsenella,uncultured
Actinobacteria;Coriobacteriia;Coriobacteriales;Coriobacteriaceae;Collinsella;Collinsella,Actinobacteria,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Collinsella,Collinsella
Actinobacteria;Coriobacteriia;Coriobacteriales;Coriobacteriaceae;Collinsella;gut,Actinobacteria,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Collinsella,gut
Actinobacteria;Coriobacteriia;Coriobacteriales;Coriobacteriaceae;Collinsella;uncultured,Actinobacteria,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Collinsella,uncultured
Actinobacteria;Coriobacteriia;Coriobacteriales;Coriobacteriaceae;Enorma;Collinsella,Actinobacteria,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Enorma,Collinsella
Actinobacteria;Coriobacteriia;Coriobacteriales;Eggerthellaceae;DNF00809;Coriobacteriaceae,Actinobacteria,Coriobacteriia,Coriobacteriales,Eggerthellaceae,DNF00809,Coriobacteriaceae
Actinobacteria;Coriobacteriia;Coriobacteriales;Eggerthellaceae;Denitrobacterium;Denitrobacterium,Actinobacteria,Coriobacteriia,Coriobacteriales,Eggerthellaceae,Denitrobacterium,Denitrobacterium
Actinobacteria;Coriobacteriia;Coriobacteriales;Eggerthellaceae;Eggerthella;uncultured,Actinobacteria,Coriobacteriia,Coriobacteriales,Eggerthellaceae,Eggerthella,uncultured
Actinobacteria;Coriobacteriia;Coriobacteriales;Eggerthellaceae;Enterorhabdus;uncultured,Actinobacteria,Coriobacteriia,Coriobacteriales,Eggerthellaceae,Enterorhabdus,uncultured
Actinobacteria;Coriobacteriia;Coriobacteriales;Eggerthellaceae;Gordonibacter;Eggerthella,Actinobacteria,Coriobacteriia,Coriobacteriales,Eggerthellaceae,Gordonibacter,Eggerthella
Actinobacteria;Coriobacteriia;Coriobacteriales;Eggerthellaceae;Senegalimassilia;uncultured,Actinobacteria,Coriobacteriia,Coriobacteriales,Eggerthellaceae,Senegalimassilia,uncultured
Actinobacteria;Coriobacteriia;Coriobacteriales;Eggerthellaceae;Slackia;Slackia,Actinobacteria,Coriobacteriia,Coriobacteriales,Eggerthellaceae,Slackia,Slackia
Actinobacteria;Coriobacteriia;Coriobacteriales;Eggerthellaceae;Slackia;uncultured,Actinobacteria,Coriobacteriia,Coriobacteriales,Eggerthellaceae,Slackia,uncultured
Actinobacteria;Coriobacteriia;Coriobacteriales;Eggerthellaceae;Slackia;unidentified,Actinobacteria,Coriobacteriia,Coriobacteriales,Eggerthellaceae,Slackia,unidentified
Actinobacteria;Coriobacteriia;Coriobacteriales;Eggerthellaceae;uncultured;uncultured,Actinobacteria,Coriobacteriia,Coriobacteriales,Eggerthellaceae,uncultured,uncultured
Actinobacteria;Coriobacteriia;OPB41;uncultured,Actinobacteria,Coriobacteriia,OPB41,uncultured,,
Actinobacteria;Corynebacteriales;Corynebacteriaceae;Corynebacterium,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium,,
Actinobacteria;Micrococcales;Cellulomonadaceae;Cellulomonas;Cellulomonas,Actinobacteria,Actinobacteria,Micrococcales,Cellulomonadaceae,Cellulomonas,Cellulomonas
Actinobacteria;Micrococcales;Microbacteriaceae;Galbitalea;uncultured,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Galbitalea,uncultured
Actinobacteria;Micrococcales;Micrococcaceae;Micrococcus;Micrococcus,Actinobacteria,Actinobacteria,Micrococcales,Micrococcaceae,Micrococcus,Micrococcus
Actinobacteria;Micrococcales;Micrococcaceae;Rothia;uncultured,Actinobacteria,Actinobacteria,Micrococcales,Micrococcaceae,Rothia,uncultured
Actinobacteria;Micrococcales;Promicromonosporaceae;uncultured;uncultured,Actinobacteria,Actinobacteria,Micrococcales,Promicromonosporaceae,uncultured,uncultured
Actinobacteria;Micromonosporales;Micromonosporaceae;Micromonospora;Micromonospora,Actinobacteria,Actinobacteria,Micromonosporales,Micromonosporaceae,Micromonospora,Micromonospora
Actinobacteria;PeM15;metagenome,Actinobacteria,PeM15,metagenome,,,
Actinobacteria;Streptomycetales;Streptomycetaceae;Streptomyces;Streptomyces,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces,
Atribacteria;JS1;terrestrial,Atribacteria,JS1,terrestrial,,,
Bacteroidetes,Bacteroidetes,,,,,
Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides
Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;bacterium,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,bacterium
Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;gut,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,gut
Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;metagenome,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,metagenome
Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;uncultured,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,uncultured
Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;unidentified,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,unidentified
Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidales,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidales,,
Bacteroidetes;Bacteroidia;Bacteroidales;Barnesiellaceae;Barnesiella;Barnesiella,Bacteroidetes,Bacteroidia,Bacteroidales,Barnesiellaceae,Barnesiella,Barnesiella
Bacteroidetes;Bacteroidia;Bacteroidales;Barnesiellaceae;Barnesiella;uncultured,Bacteroidetes,Bacteroidia,Bacteroidales,Barnesiellaceae,Barnesiella,uncultured
Bacteroidetes;Bacteroidia;Bacteroidales;Barnesiellaceae;Coprobacter;uncultured,Bacteroidetes,Bacteroidia,Bacteroidales,Barnesiellaceae,Coprobacter,uncultured
Bacteroidetes;Bacteroidia;Bacteroidales;Dysgonomonadaceae;Candidatus,Bacteroidetes,Bacteroidia,Bacteroidales,Dysgonomonadaceae,Candidatus,
Bacteroidetes;Bacteroidia;Bacteroidales;Dysgonomonadaceae;Proteiniphilum;uncultured,Bacteroidetes,Bacteroidia,Bacteroidales,Dysgonomonadaceae,Proteiniphilum,uncultured
Bacteroidetes;Bacteroidia;Bacteroidales;Dysgonomonadaceae;uncultured;uncultured,Bacteroidetes,Bacteroidia,Bacteroidales,Dysgonomonadaceae,uncultured,uncultured
Bacteroidetes;Bacteroidia;Bacteroidales;Marinifilaceae;Odoribacter;uncultured,Bacteroidetes,Bacteroidia,Bacteroidales,Marinifilaceae,Odoribacter,uncultured
Bacteroidetes;Bacteroidia;Bacteroidales;Muribaculaceae;Muribaculum;uncultured,Bacteroidetes,Bacteroidia,Bacteroidales,Muribaculaceae,Muribaculum,uncultured
Bacteroidetes;Bacteroidia;Bacteroidales;Muribaculaceae;gut,Bacteroidetes,Bacteroidia,Bacteroidales,Muribaculaceae,gut,
Bacteroidetes;Bacteroidia;Bacteroidales;Muribaculaceae;uncultured,Bacteroidetes,Bacteroidia,Bacteroidales,Muribaculaceae,uncultured,
Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae;Porphyromonas;Porphyromonas,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Porphyromonas,Porphyromonas
Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Alloprevotella;Prevotella,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Alloprevotella,Prevotella
Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Alloprevotella;gut,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Alloprevotella,gut
Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Alloprevotella;uncultured,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Alloprevotella,uncultured
Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Paraprevotella;Paraprevotella,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Paraprevotella,Paraprevotella
Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Paraprevotella;gut,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Paraprevotella,gut
Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Paraprevotella;uncultured,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Paraprevotella,uncultured
Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,
Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;Prevotella,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella
Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;uncultured,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,uncultured
Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotellaceae,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotellaceae,
Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;uncultured;Prevotella,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,uncultured,Prevotella
Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;uncultured;uncultured,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,uncultured,uncultured
Bacteroidetes;Bacteroidia;Bacteroidales;Prolixibacteraceae;WCHB1-32;uncultured,Bacteroidetes,Bacteroidia,Bacteroidales,Prolixibacteraceae,WCHB1-32,uncultured
Bacteroidetes;Bacteroidia;Bacteroidales;Prolixibacteraceae;uncultured;metagenome,Bacteroidetes,Bacteroidia,Bacteroidales,Prolixibacteraceae,uncultured,metagenome
Bacteroidetes;Bacteroidia;Bacteroidales;Rikenellaceae;Alistipes;Alistipes,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,Alistipes
Bacteroidetes;Bacteroidia;Bacteroidales;Rikenellaceae;Alistipes;gut,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,gut
Bacteroidetes;Bacteroidia;Bacteroidales;Rikenellaceae;Alistipes;uncultured,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,uncultured
Bacteroidetes;Bacteroidia;Bacteroidales;Rikenellaceae;Rikenella;uncultured,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Rikenella,uncultured
Bacteroidetes;Bacteroidia;Bacteroidales;Rikenellaceae;Rikenellaceae,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Rikenellaceae,
Bacteroidetes;Bacteroidia;Bacteroidales;SB-5;metagenome,Bacteroidetes,Bacteroidia,Bacteroidales,SB-5,metagenome,
Bacteroidetes;Bacteroidia;Bacteroidales;SB-5;uncultured,Bacteroidetes,Bacteroidia,Bacteroidales,SB-5,uncultured,
Bacteroidetes;Bacteroidia;Bacteroidales;Salinivirgaceae;uncultured;uncultured,Bacteroidetes,Bacteroidia,Bacteroidales,Salinivirgaceae,uncultured,uncultured
Bacteroidetes;Bacteroidia;Bacteroidales;Tannerellaceae;Candidatus,Bacteroidetes,Bacteroidia,Bacteroidales,Tannerellaceae,Candidatus,
Bacteroidetes;Bacteroidia;Bacteroidales;Tannerellaceae;Macellibacteroides;uncultured,Bacteroidetes,Bacteroidia,Bacteroidales,Tannerellaceae,Macellibacteroides,uncultured
Bacteroidetes;Bacteroidia;Bacteroidales;Tannerellaceae;Parabacteroides;Bacteroides,Bacteroidetes,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides,Bacteroides
Bacteroidetes;Bacteroidia;Bacteroidales;Tannerellaceae;Parabacteroides;Blattella,Bacteroidetes,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides,Blattella
Bacteroidetes;Bacteroidia;Bacteroidales;Tannerellaceae;Parabacteroides;Parabacteroides,Bacteroidetes,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides,Parabacteroides
Bacteroidetes;Bacteroidia;Bacteroidales;Tannerellaceae;Parabacteroides;gut,Bacteroidetes,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides,gut
Bacteroidetes;Bacteroidia;Bacteroidales;Tannerellaceae;Parabacteroides;metagenome,Bacteroidetes,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides,metagenome
Bacteroidetes;Bacteroidia;Bacteroidales;Tannerellaceae;Parabacteroides;swine,Bacteroidetes,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides,swine
Bacteroidetes;Bacteroidia;Bacteroidales;Tannerellaceae;Parabacteroides;uncultured,Bacteroidetes,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides,uncultured
Bacteroidetes;Bacteroidia;Bacteroidales;Tannerellaceae;Tannerella;Tannerella,Bacteroidetes,Bacteroidia,Bacteroidales,Tannerellaceae,Tannerella,Tannerella
Bacteroidetes;Bacteroidia;Bacteroidales;uncultured;uncultured,Bacteroidetes,Bacteroidia,Bacteroidales,uncultured,uncultured,
Bacteroidetes;Bacteroidia;Cytophagales;Cyclobacteriaceae;Ekhidna;uncultured,Bacteroidetes,Bacteroidia,Cytophagales,Cyclobacteriaceae,Ekhidna,uncultured
Bacteroidetes;Bacteroidia;Cytophagales;Microscillaceae;uncultured;uncultured,Bacteroidetes,Bacteroidia,Cytophagales,Microscillaceae,uncultured,uncultured
Bacteroidetes;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Flavobacterium;Flavobacterium,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Flavobacterium
Bacteroidetes;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Lutibacter;Lutibacter,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Lutibacter,Lutibacter
Bacteroidetes;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Psychroflexus;uncultured,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Psychroflexus,uncultured
Bacteroidetes;Bacteroidia;Flavobacteriales;Flavobacteriaceae;uncultured;hydrothermal,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,uncultured,hydrothermal
Bacteroidetes;Bacteroidia;Sphingobacteriales;Lentimicrobiaceae;uncultured,Bacteroidetes,Bacteroidia,Sphingobacteriales,Lentimicrobiaceae,uncultured,
Chloroflexi;Anaerolineae;SBR1031;uncultured,Chloroflexi,Anaerolineae,SBR1031,uncultured,,
Cyanobacteria;Oxyphotobacteria;Phormidesmiales;Nodosilineaceae;Nodosilinea,Cyanobacteria,Oxyphotobacteria,Phormidesmiales,Nodosilineaceae,Nodosilinea,
Firmicutes,Firmicutes,,,,,
Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;Bacillus,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus
Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;bacterium,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,bacterium
Firmicutes;Bacilli;Bacillales;Family,Firmicutes,Bacilli,Bacillales,Family,,
Firmicutes;Bacilli;Bacillales;Listeriaceae;Brochothrix;Brochothrix,Firmicutes,Bacilli,Bacillales,Listeriaceae,Brochothrix,Brochothrix
Firmicutes;Bacilli;Bacillales;Listeriaceae;Listeria;Listeria,Firmicutes,Bacilli,Bacillales,Listeriaceae,Listeria,Listeria
Firmicutes;Bacilli;Bacillales;Paenibacillaceae;Ammoniphilus;uncultured,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Ammoniphilus,uncultured
Firmicutes;Bacilli;Bacillales;Paenibacillaceae;Paenibacillus;Bacillus,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,Bacillus
Firmicutes;Bacilli;Bacillales;Paenibacillaceae;Paenibacillus;Paenibacillus,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,Paenibacillus
Firmicutes;Bacilli;Bacillales;Paenibacillaceae;Paenibacillus;Streptococcus,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,Streptococcus
Firmicutes;Bacilli;Bacillales;Planococcaceae;Planococcus;uncultured,Firmicutes,Bacilli,Bacillales,Planococcaceae,Planococcus,uncultured
Firmicutes;Bacilli;Bacillales;Planococcaceae;Sporosarcina;Bacillus,Firmicutes,Bacilli,Bacillales,Planococcaceae,Sporosarcina,Bacillus
Firmicutes;Bacilli;Bacillales;Staphylococcaceae;S31;Staphylococcaceae,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,S31,Staphylococcaceae
Firmicutes;Bacilli;Bacillales;Staphylococcaceae;Staphylococcus;Staphylococcus,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus
Firmicutes;Bacilli;Lactobacillales;Aerococcaceae;Aerococcus;Aerococcus,Firmicutes,Bacilli,Lactobacillales,Aerococcaceae,Aerococcus,Aerococcus
Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;Granulicatella;uncultured,Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae,Granulicatella,uncultured
Firmicutes;Bacilli;Lactobacillales;Enterococcaceae;Enterococcus;Enterococcus,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus
Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;Lactobacillus,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus
Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;uncultured,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,uncultured
Firmicutes;Bacilli;Lactobacillales;Leuconostocaceae;Leuconostoc;Leuconostoc,Firmicutes,Bacilli,Lactobacillales,Leuconostocaceae,Leuconostoc,Leuconostoc
Firmicutes;Bacilli;Lactobacillales;Leuconostocaceae;Leuconostoc;Leuconostocaceae,Firmicutes,Bacilli,Lactobacillales,Leuconostocaceae,Leuconostoc,Leuconostocaceae
Firmicutes;Bacilli;Lactobacillales;P5D1-392;uncultured,Firmicutes,Bacilli,Lactobacillales,P5D1-392,uncultured,
Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Lactococcus;Lactococcus,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus,Lactococcus
Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;Streptococcus,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus
Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;metagenome,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,metagenome
Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;uncultured,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,uncultured
Firmicutes;Clostridia;Clostridiales;Christensenellaceae;Catabacter;Christensenella,Firmicutes,Clostridia,Clostridiales,Christensenellaceae,Catabacter,Christensenella
Firmicutes;Clostridia;Clostridiales;Christensenellaceae;Catabacter;unidentified,Firmicutes,Clostridia,Clostridiales,Christensenellaceae,Catabacter,unidentified
Firmicutes;Clostridia;Clostridiales;Christensenellaceae;Christensenellaceae,Firmicutes,Clostridia,Clostridiales,Christensenellaceae,Christensenellaceae,
Firmicutes;Clostridia;Clostridiales;Christensenellaceae;uncultured;uncultured,Firmicutes,Clostridia,Clostridiales,Christensenellaceae,uncultured,uncultured
Firmicutes;Clostridia;Clostridiales;Clostridiaceae,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,,
Firmicutes;Clostridia;Clostridiales;Defluviitaleaceae;Defluviitalea;Clostridiales,Firmicutes,Clostridia,Clostridiales,Defluviitaleaceae,Defluviitalea,Clostridiales
Firmicutes;Clostridia;Clostridiales;Eubacteriaceae;Acetobacterium;Acetobacterium,Firmicutes,Clostridia,Clostridiales,Eubacteriaceae,Acetobacterium,Acetobacterium
Firmicutes;Clostridia;Clostridiales;Eubacteriaceae;Anaerofustis;Anaerofustis,Firmicutes,Clostridia,Clostridiales,Eubacteriaceae,Anaerofustis,Anaerofustis
Firmicutes;Clostridia;Clostridiales;Family,Firmicutes,Clostridia,Clostridiales,Family,,
Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Acetitomaculum;uncultured,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Acetitomaculum,uncultured
Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Agathobacter;[Eubacterium,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Agathobacter,[Eubacterium
Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Agathobacter;[Eubacterium],Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Agathobacter,[Eubacterium]
Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Agathobacter;bacterium,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Agathobacter,bacterium
Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Agathobacter;metagenome,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Agathobacter,metagenome
Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Agathobacter;uncultured,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Agathobacter,uncultured
Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Anaerocolumna;uncultured,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Anaerocolumna,uncultured
Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Anaerosporobacter;uncultured,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Anaerosporobacter,uncultured
Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Anaerostipes;Anaerostipes,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Anaerostipes,Anaerostipes
Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Anaerostipes;human,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Anaerostipes,human
Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Anaerostipes;metagenome,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Anaerostipes,metagenome
Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Anaerostipes;uncultured,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Anaerostipes,uncultured
Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Blautia;Blautia,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,Blautia
Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Blautia;Ruminococcus,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,Ruminococcus
Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Blautia;metagenome,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,metagenome
Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Blautia;uncultured,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,uncultured
Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Blautia;unidentified,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,unidentified
Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Butyrivibrio,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Butyrivibrio,
Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Butyrivibrio;uncultured,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Butyrivibrio,uncultured
Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Coprococcus,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Coprococcus,
Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Dorea;Dorea,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Dorea,Dorea
Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Dorea;metagenome,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Dorea,metagenome
Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Dorea;uncultured,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Dorea,uncultured
Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Eisenbergiella;Eisenbergiella,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Eisenbergiella,Eisenbergiella
Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Fusicatenibacter;Fusicatenibacter,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Fusicatenibacter,Fusicatenibacter
Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Fusicatenibacter;metagenome,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Fusicatenibacter,metagenome
Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Fusicatenibacter;uncultured,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Fusicatenibacter,uncultured
